package_name,total_packages_installed,normal_time,typosquatting_time,difference,overhead,,,
isstream,1,1.3626195,1.590334,0.2277145,0.167115251,,,
color-name,1,1.2768631,1.3986842,0.1218211,0.095406547,,,
har-validator,8,2.2712365,1.969173,-0.3020635,-0.132995177,,,
jest-environment-jsdom,379,27.3684854,27.8015715,0.4330861,0.015824263,,,
handle-thing,1,1.4920422,1.3810959,-0.1109463,-0.074358688,,,
file-type,11,2.066645,2.2404648,0.1738198,0.084107237,,,
read-pkg,29,3.1705185,3.1786395,0.008121,0.002561411,,,
optimize-css-assets-webpack-plugin,144,15.5363666,15.5146915,-0.0216751,-0.00139512,,,
webpack-subresource-integrity,4,2.0602059,1.9046964,-0.1555095,-0.075482504,,,
frac,1,1.4751285,1.7263242,0.2511957,0.170287334,,,
#NAME?,2,7.2993418,7.4392778,0.139936,0.019171044,,,
web-namespaces,1,1.4024932,2.5261136,1.1236204,0.80115925,,,
imagemin-mozjpeg,219,13.7568979,14.6700511,0.9131532,0.066377842,,,
loader-runner,1,1.3357225,1.5706222,0.2348997,0.175859656,,,
assign-symbols,1,1.7069024,1.3149052,-0.3919972,-0.229654138,,,
#NAME?,5,1.8561668,1.8565644,0.0003976,0.000214205,,,
concat-stream,8,1.8151238,1.7019135,-0.1132103,-0.062370567,,,
md5,4,1.4613212,1.7002405,0.2389193,0.163495404,,,
bowser,1,1.3272344,1.3247708,-0.0024636,-0.001856191,,,
#NAME?,11,2.2896949,2.3097424,0.0200475,0.008755533,,,
flatted,1,1.5052936,1.4575386,-0.047755,-0.031724708,,,
marker-clusterer-plus,1,1.3708072,1.3493448,-0.0214624,-0.01565676,,,
warning,3,1.5677832,1.5615531,-0.0062301,-0.003973828,,,
opn,2,1.5530992,1.4659315,-0.0871677,-0.056125005,,,
kleur,1,1.4861547,1.5486526,0.0624979,0.042053428,,,
#NAME?,1,1.2417926,1.4014183,0.1596257,0.128544573,,,
#NAME?,3,1.4485457,1.6051352,0.1565895,0.10810118,,,
eslint-plugin-react-hooks,1,1.585707,1.2812944,-0.3044126,-0.191972792,,,
extend-shallow,5,1.935676,1.5973644,-0.3383116,-0.174776977,,,
jest-environment-jsdom,379,28.7912923,28.6011543,-0.190138,-0.006604011,,,
he,1,1.4448345,1.5035778,0.0587433,0.040657459,,,
original,4,1.5879237,2.0602397,0.472316,0.297442503,,,
redeyed,2,1.6600322,1.5947891,-0.0652431,-0.03930231,,,
har-schema,1,1.5816937,1.3694415,-0.2122522,-0.134192986,,,
#NAME?,1,1.3152926,1.4119003,0.0966077,0.073449588,,,
is-data-descriptor,2,1.5709062,1.6954325,0.1245263,0.07927036,,,
safer-buffer,1,1.3761433,1.4936864,0.1175431,0.085414869,,,
merge-source-map,2,1.538683,1.5771234,0.0384404,0.024982664,,,
ci-info,1,1.3845621,1.4031875,0.0186254,0.013452195,,,
get-port,1,1.5687533,1.3891742,-0.1795791,-0.114472492,,,
postcss,10,1.9156523,2.1720874,0.2564351,0.133863071,,,
pump,4,1.2711621,1.471083,0.1999209,0.157274119,,,
diff-sequences,1,1.3110561,1.339402,0.0283459,0.021620661,,,
inherits,1,1.4212213,1.5937869,0.1725656,0.12142064,,,
jest-matcher-utils,20,2.8081667,2.8052997,-0.002867,-0.001020951,,,
sanctuary-type-identifiers,1,11.1249181,1.2749704,-9.8499477,-0.885395075,,,
minimalistic-crypto-utils,1,1.6606564,1.3356698,-0.3249866,-0.195697677,,,
babel-generator,16,3.4219356,3.5421122,0.1201766,0.03511948,,,
yargs,27,3.3460333,4.2292892,0.8832559,0.263971043,,,
shelljs,16,2.2774206,2.2641645,-0.0132561,-0.005820664,,,
react-dom,7,2.4638789,2.1966349,-0.267244,-0.108464746,,,
#NAME?,11,2.0102233,2.2335833,0.22336,0.111112034,,,
assign-symbols,1,1.47127,1.3505313,-0.1207387,-0.082064271,,,
through,1,1.6281869,1.6267807,-0.0014062,-0.00086366,,,
xhr-mock,8,1.7982275,1.7280351,-0.0701924,-0.039034216,,,
camelcase,1,1.4229405,1.5567657,0.1338252,0.094048346,,,
strip-ansi,2,1.4449354,1.7082762,0.2633408,0.182250916,,,
fs-promise,9,1.6636121,1.7353487,0.0717366,0.04312099,,,
path-to-regexp,1,1.3507896,1.6372196,0.28643,0.212046347,,,
json5,2,1.6041446,1.4769262,-0.1272184,-0.079306068,,,
extend,1,1.6012953,1.3880184,-0.2132769,-0.133190237,,,
discontinuous-range,1,1.4616488,1.6937314,0.2320826,0.158781371,,,
protocol-buffers-schema,1,1.2923796,1.3029586,0.010579,0.008185675,,,
strip-ansi,2,1.4582081,1.6216951,0.163487,0.112114999,,,
webpack,393,20.3478666,20.5894925,0.2416259,0.011874753,,,
path-exists,1,1.4064395,1.4546368,0.0481973,0.034269018,,,
decamelize,1,1.1981801,1.478478,0.2802979,0.233936367,,,
anymatch,3,1.4932523,1.7188338,0.2255815,0.151067238,,,
#NAME?,2,1.5005896,1.5219059,0.0213163,0.014205283,,,
arr-union,1,1.434046,1.4869943,0.0529483,0.036922316,,,
#NAME?,4,2.0270726,1.9376184,-0.0894542,-0.044129747,,,
errno,2,1.5557009,1.4177619,-0.137939,-0.088666787,,,
glob,11,2.1179274,1.8641719,-0.2537555,-0.119813125,,,
postcss,10,2.0667613,1.9949256,-0.0718357,-0.034757618,,,
dropbox,5,3.0464841,2.9084836,-0.1380005,-0.045298283,,,
assert-plus,1,1.3595518,1.1964795,-0.1630723,-0.119945632,,,
methods,1,1.330266,1.3676181,0.0373521,0.02807867,,,
#NAME?,1,1.3220228,1.3811926,0.0591698,0.044757019,,,
postcss-reporter,13,2.5308835,2.6186827,0.0877992,0.034691127,,,
#NAME?,5,8.4445197,8.1796422,-0.2648775,-0.031366793,,,
process-nextick-args,1,1.4473645,1.424643,-0.0227215,-0.015698533,,,
ejs,1,1.347264,1.5137729,0.1665089,0.123590402,,,
#NAME?,30,11.5882186,11.9710109,0.3827923,0.033032886,,,
acorn,1,2.0767154,1.2814623,-0.7952531,-0.382937932,,,
expand-range,10,1.6566628,1.6208008,-0.035862,-0.021647133,,,
glob-watcher,215,9.4477602,8.9972609,-0.4504993,-0.047683185,,,
encodeurl,1,1.4813968,1.3572624,-0.1241344,-0.08379551,,,
object-keys,1,1.4258328,1.4475528,0.02172,0.015233203,,,
jest-docblock,2,1.3038766,1.7309726,0.427096,0.327558605,,,
wide-align,5,1.7150449,1.7210072,0.0059623,0.003476469,,,
request,48,3.8848408,3.5946838,-0.290157,-0.074689547,,,
util.promisify,17,4.1904208,3.465785,-0.7246358,-0.172926738,,,
arrify,1,1.5712114,1.3577323,-0.2134791,-0.135869113,,,
#NAME?,2,1.5772427,1.5904861,0.0132434,0.008396552,,,
#NAME?,20,3.1393408,3.4172075,0.2778667,0.088511161,,,
cacache,53,4.3706579,3.677913,-0.6927449,-0.158498999,,,
code-point-at,1,1.4599673,1.295066,-0.1649013,-0.112948626,,,
compare-versions,1,1.3804532,1.5611113,0.1806581,0.130868689,,,
object-keys,1,1.4519513,1.4914058,0.0394545,0.027173432,,,
strict-uri-encode,1,1.3144746,1.4092251,0.0947505,0.072082412,,,
semver,1,1.2925764,1.5166676,0.2240912,0.173367857,,,
tslint,37,4.3916778,4.5130746,0.1213968,0.027642465,,,
normalize-url,1,1.3133189,1.4029814,0.0896625,0.068271689,,,
chalk,7,2.0217406,1.9082787,-0.1134619,-0.056120899,,,
path-is-absolute,1,1.3967592,1.3781265,-0.0186327,-0.013339952,,,
#NAME?,7,1.9768176,2.4133584,0.4365408,0.220830086,,,
lodash._basebind,8,1.7325006,1.9354235,0.2029229,0.117127174,,,
repeat-string,1,1.5802914,1.4574674,-0.122824,-0.077722374,,,
jsbn,1,1.2374062,1.4264605,0.1890543,0.152782732,,,
chownr,1,1.1468772,1.3906236,0.2437464,0.212530513,,,
csv-generate,1,1.9854874,1.508178,-0.4773094,-0.240399108,,,
html-encoding-sniffer,4,1.6970876,1.8863355,0.1892479,0.111513336,,,
#NAME?,2,1.5074897,1.6910048,0.1835151,0.121735558,,,
redux,4,1.5708561,1.722086,0.1512299,0.096272281,,,
babel-runtime,3,2.2476003,2.4589154,0.2113151,0.094018096,,,
object-visit,2,1.4043012,1.5248948,0.1205936,0.085874455,,,
node-gyp,101,6.8639446,6.9891568,0.1252122,0.018242018,,,
debug,2,1.6016558,1.6248586,0.0232028,0.014486758,,,
object-assign,1,1.3020884,1.4073008,0.1052124,0.080802809,,,
function-bind,1,1.5629574,1.4560827,-0.1068747,-0.068379791,,,
tmp,13,2.2968937,2.1626423,-0.1342514,-0.058449113,,,
detect-newline,1,1.3083311,2.0561788,0.7478477,0.571604313,,,
diff,1,1.3670789,1.4243865,0.0573076,0.041919746,,,
nyc,135,11.5197927,11.3772486,-0.1425441,-0.012373842,,,
#NAME?,1,1.5419003,1.3268254,-0.2150749,-0.139486905,,,
object-visit,2,1.6741587,1.5119094,-0.1622493,-0.096913931,,,
decode-uri-component,1,1.3920974,1.4384591,0.0463617,0.033303489,,,
pend,1,1.2999909,1.3493937,0.0494028,0.03800242,,,
object-copy,10,1.9687526,1.8495512,-0.1192014,-0.060546663,,,
is-resolvable,1,1.41839,1.4506636,0.0322736,0.022753686,,,
chalk,7,2.0645393,1.8440893,-0.22045,-0.10677927,,,
ssri,4,2.1853594,1.7556845,-0.4296749,-0.196615211,,,
postcss-value-parser,1,1.410096,1.3414708,-0.0686252,-0.048667041,,,
os-locale,27,2.9292148,2.9950947,0.0658799,0.022490635,,,
xml2js,3,1.6852768,1.667473,-0.0178038,-0.010564318,,,
babel-code-frame,10,2.0773849,1.9798737,-0.0975112,-0.0469394,,,
postcss-modules-local-by-default,17,2.4734429,3.2208338,0.7473909,0.302166223,,,
#NAME?,20,2.9869387,2.9271241,-0.0598146,-0.020025386,,,
parse-headers,1,1.4267202,1.5740201,0.1472999,0.103243719,,,
webpack-dev-middleware,19,2.5912667,2.1517264,-0.4395403,-0.169623721,,,
cacache,53,3.9814264,4.198173,0.2167466,0.054439434,,,
terser,5,2.0051907,1.8240984,-0.1810923,-0.090311759,,,
cssdb,1,1.4187437,1.5844068,0.1656631,0.116767461,,,
apollo-cache,6,1.9467528,1.6997789,-0.2469739,-0.126864541,,,
postcss-focus-within,11,2.1182559,2.3055074,0.1872515,0.088398904,,,
chokidar,15,2.365208,2.3698044,0.0045964,0.001943339,,,
clean-urls,79,6.0048662,5.6642058,-0.3406604,-0.056730723,,,
batch,1,1.4187716,1.3119627,-0.1068089,-0.07528266,,,
extend-shallow,5,1.9364808,1.8518631,-0.0846177,-0.043696638,,,
ast-types-flow,1,1.6066436,1.4796664,-0.1269772,-0.079032587,,,
git-source,6,1.7706697,2.1766663,0.4059966,0.229289856,,,
decode-uri-component,1,1.35769,1.3801345,0.0224445,0.016531388,,,
p-reduce,1,1.2912464,1.8173518,0.5261054,0.407439974,,,
whatwg-url,5,1.6075809,1.8652331,0.2576522,0.16027324,,,
find-cache-dir,11,2.0533513,2.1212098,0.0678585,0.033047682,,,
sass-graph,69,6.1424128,5.7548078,-0.387605,-0.063103053,,,
debug,2,1.6970155,1.4446407,-0.2523748,-0.14871685,,,
css-blank-pseudo,11,2.3646791,2.2111086,-0.1535705,-0.064943484,,,
#NAME?,19,3.2795773,3.38246,0.1028827,0.03137072,,,
yallist,1,1.346857,1.3908632,0.0440062,0.032673253,,,
is-descriptor,1,1.2475858,1.4794848,0.231899,0.185878198,,,
term-size,1,2.4824182,1.3436686,-1.1387496,-0.458725931,,,
can-use-dom,1,1.5183006,1.293384,-0.2249166,-0.148137069,,,
forever-agent,1,1.3522629,1.6405802,0.2883173,0.213210981,,,
#NAME?,1,1.4578402,1.3804939,-0.0773463,-0.053055403,,,
postcss,10,3.0772836,2.2207253,-0.8565583,-0.278348833,,,
trim-repeated,2,1.4610991,1.5476862,0.0865871,0.05926162,,,
to-regex,14,2.004654,2.2509603,0.2463063,0.122867238,,,
esprima,1,1.3337315,1.5851819,0.2514504,0.1885315,,,
json-schema,1,1.1867593,1.4061989,0.2194396,0.184906577,,,
regenerator-transform,2,1.388603,1.6664846,0.2778816,0.200115944,,,
slide,1,1.2360826,1.3670039,0.1309213,0.105916304,,,
#NAME?,32,3.589145,4.507971,0.918826,0.25600136,,,
p-limit,2,1.3707917,1.5459989,0.1752072,0.127814605,,,
browserify-des,6,1.8911344,1.7459224,-0.145212,-0.076785658,,,
node-gyp,101,6.7036816,6.7134951,0.0098135,0.001463897,,,
etag,1,1.5044818,1.7772595,0.2727777,0.18131007,,,
is-upper-case,2,1.1805967,1.4382619,0.2576652,0.218249975,,,
json-stringify-safe,1,1.2865923,1.6149447,0.3283524,0.255210916,,,
source-map,1,1.4998564,1.5682726,0.0684162,0.045615167,,,
glob,11,2.0447161,1.9912763,-0.0534398,-0.02613556,,,
postcss-discard-comments,11,2.0416717,2.1610021,0.1193304,0.058447399,,,
jest-message-util,283,19.7394076,19.8942177,0.1548101,0.007842692,,,
better-queue-memory,1,1.4093011,1.2244838,-0.1848173,-0.131141102,,,
dompurify,1,1.2780111,1.4664474,0.1884363,0.147444964,,,
#NAME?,89,7.5005283,6.9231943,-0.577334,-0.076972445,,,
qs,1,1.736125,1.3791193,-0.3570057,-0.205633638,,,
fs-constants,1,1.2932275,1.4200382,0.1268107,0.098057534,,,
fastparse,1,1.4475505,1.3386666,-0.1088839,-0.075219414,,,
tmpl,1,1.516764,1.4851882,-0.0315758,-0.020817873,,,
buffer-alloc-unsafe,1,1.3485725,1.3080213,-0.0405512,-0.030069722,,,
